roughness,light_intensity,pixel_samples,frame,output_file,pixel_samples_parm_used,seconds
0.70,1.50,32,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_1.50/spp_032/frame_0012.png,samplesperpixel,4.403
0.70,2.50,16,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0001.png,samplesperpixel,4.189
0.70,2.50,16,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0002.png,samplesperpixel,3.401
0.70,2.50,16,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0003.png,samplesperpixel,3.395
0.70,2.50,16,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0004.png,samplesperpixel,3.398
0.70,2.50,16,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0005.png,samplesperpixel,3.413
0.70,2.50,16,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0006.png,samplesperpixel,3.418
0.70,2.50,16,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0007.png,samplesperpixel,6.997
0.70,2.50,16,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0008.png,samplesperpixel,15.996
0.70,2.50,16,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0009.png,samplesperpixel,31.672
0.70,2.50,16,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0010.png,samplesperpixel,17.839
0.70,2.50,16,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0011.png,samplesperpixel,10.225
0.70,2.50,16,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_016/frame_0012.png,samplesperpixel,4.200
0.70,2.50,32,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0001.png,samplesperpixel,4.604
0.70,2.50,32,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0002.png,samplesperpixel,3.544
0.70,2.50,32,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0003.png,samplesperpixel,3.537
0.70,2.50,32,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0004.png,samplesperpixel,3.521
0.70,2.50,32,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0005.png,samplesperpixel,3.523
0.70,2.50,32,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0006.png,samplesperpixel,3.506
0.70,2.50,32,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0007.png,samplesperpixel,8.190
0.70,2.50,32,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0008.png,samplesperpixel,19.411
0.70,2.50,32,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0009.png,samplesperpixel,42.754
0.70,2.50,32,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0010.png,samplesperpixel,21.898
0.70,2.50,32,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0011.png,samplesperpixel,12.751
0.70,2.50,32,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_2.50/spp_032/frame_0012.png,samplesperpixel,4.606
0.70,3.50,16,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0001.png,samplesperpixel,4.385
0.70,3.50,16,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0002.png,samplesperpixel,3.429
0.70,3.50,16,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0003.png,samplesperpixel,3.394
0.70,3.50,16,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0004.png,samplesperpixel,3.410
0.70,3.50,16,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0005.png,samplesperpixel,3.391
0.70,3.50,16,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0006.png,samplesperpixel,3.379
0.70,3.50,16,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0007.png,samplesperpixel,7.145
0.70,3.50,16,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0008.png,samplesperpixel,17.255
0.70,3.50,16,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0009.png,samplesperpixel,34.411
0.70,3.50,16,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0010.png,samplesperpixel,19.638
0.70,3.50,16,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0011.png,samplesperpixel,11.183
0.70,3.50,16,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_016/frame_0012.png,samplesperpixel,4.288
0.70,3.50,32,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0001.png,samplesperpixel,4.823
0.70,3.50,32,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0002.png,samplesperpixel,3.530
0.70,3.50,32,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0003.png,samplesperpixel,3.486
0.70,3.50,32,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0004.png,samplesperpixel,3.513
0.70,3.50,32,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0005.png,samplesperpixel,3.525
0.70,3.50,32,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0006.png,samplesperpixel,3.597
0.70,3.50,32,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0007.png,samplesperpixel,9.129
0.70,3.50,32,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0008.png,samplesperpixel,23.497
0.70,3.50,32,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0009.png,samplesperpixel,50.155
0.70,3.50,32,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0010.png,samplesperpixel,26.593
0.70,3.50,32,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0011.png,samplesperpixel,14.724
0.70,3.50,32,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.70/light_3.50/spp_032/frame_0012.png,samplesperpixel,4.984
0.90,1.50,16,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0001.png,samplesperpixel,4.174
0.90,1.50,16,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0002.png,samplesperpixel,3.406
0.90,1.50,16,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0003.png,samplesperpixel,3.351
0.90,1.50,16,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0004.png,samplesperpixel,3.376
0.90,1.50,16,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0005.png,samplesperpixel,3.391
0.90,1.50,16,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0006.png,samplesperpixel,3.376
0.90,1.50,16,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0007.png,samplesperpixel,6.221
0.90,1.50,16,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0008.png,samplesperpixel,13.155
0.90,1.50,16,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0009.png,samplesperpixel,25.519
0.90,1.50,16,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0010.png,samplesperpixel,14.334
0.90,1.50,16,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0011.png,samplesperpixel,9.029
0.90,1.50,16,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_016/frame_0012.png,samplesperpixel,4.167
0.90,1.50,32,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0001.png,samplesperpixel,4.320
0.90,1.50,32,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0002.png,samplesperpixel,3.497
0.90,1.50,32,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0003.png,samplesperpixel,3.456
0.90,1.50,32,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0004.png,samplesperpixel,3.503
0.90,1.50,32,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0005.png,samplesperpixel,3.503
0.90,1.50,32,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0006.png,samplesperpixel,3.452
0.90,1.50,32,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0007.png,samplesperpixel,7.168
0.90,1.50,32,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0008.png,samplesperpixel,15.564
0.90,1.50,32,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0009.png,samplesperpixel,34.909
0.90,1.50,32,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0010.png,samplesperpixel,17.459
0.90,1.50,32,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0011.png,samplesperpixel,10.547
0.90,1.50,32,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_1.50/spp_032/frame_0012.png,samplesperpixel,4.342
0.90,2.50,16,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0001.png,samplesperpixel,4.205
0.90,2.50,16,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0002.png,samplesperpixel,3.378
0.90,2.50,16,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0003.png,samplesperpixel,3.383
0.90,2.50,16,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0004.png,samplesperpixel,3.384
0.90,2.50,16,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0005.png,samplesperpixel,3.384
0.90,2.50,16,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0006.png,samplesperpixel,3.389
0.90,2.50,16,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0007.png,samplesperpixel,6.912
0.90,2.50,16,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0008.png,samplesperpixel,16.034
0.90,2.50,16,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0009.png,samplesperpixel,31.772
0.90,2.50,16,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0010.png,samplesperpixel,18.142
0.90,2.50,16,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0011.png,samplesperpixel,10.200
0.90,2.50,16,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_016/frame_0012.png,samplesperpixel,4.222
0.90,2.50,32,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0001.png,samplesperpixel,4.632
0.90,2.50,32,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0002.png,samplesperpixel,3.566
0.90,2.50,32,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0003.png,samplesperpixel,3.487
0.90,2.50,32,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0004.png,samplesperpixel,3.533
0.90,2.50,32,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0005.png,samplesperpixel,3.551
0.90,2.50,32,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0006.png,samplesperpixel,3.505
0.90,2.50,32,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0007.png,samplesperpixel,8.122
0.90,2.50,32,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0008.png,samplesperpixel,19.560
0.90,2.50,32,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0009.png,samplesperpixel,42.763
0.90,2.50,32,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0010.png,samplesperpixel,22.291
0.90,2.50,32,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0011.png,samplesperpixel,12.986
0.90,2.50,32,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_2.50/spp_032/frame_0012.png,samplesperpixel,4.804
0.90,3.50,16,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0001.png,samplesperpixel,4.573
0.90,3.50,16,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0002.png,samplesperpixel,3.641
0.90,3.50,16,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0003.png,samplesperpixel,3.607
0.90,3.50,16,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0004.png,samplesperpixel,3.546
0.90,3.50,16,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0005.png,samplesperpixel,3.746
0.90,3.50,16,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0006.png,samplesperpixel,3.395
0.90,3.50,16,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0007.png,samplesperpixel,7.124
0.90,3.50,16,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0008.png,samplesperpixel,17.383
0.90,3.50,16,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0009.png,samplesperpixel,34.573
0.90,3.50,16,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0010.png,samplesperpixel,20.118
0.90,3.50,16,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0011.png,samplesperpixel,11.857
0.90,3.50,16,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_016/frame_0012.png,samplesperpixel,4.574
0.90,3.50,32,1,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0001.png,samplesperpixel,4.918
0.90,3.50,32,2,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0002.png,samplesperpixel,3.559
0.90,3.50,32,3,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0003.png,samplesperpixel,3.499
0.90,3.50,32,4,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0004.png,samplesperpixel,3.501
0.90,3.50,32,5,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0005.png,samplesperpixel,3.509
0.90,3.50,32,6,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0006.png,samplesperpixel,3.570
0.90,3.50,32,7,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0007.png,samplesperpixel,9.258
0.90,3.50,32,8,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0008.png,samplesperpixel,24.740
0.90,3.50,32,9,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0009.png,samplesperpixel,661.189
0.90,3.50,32,10,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0010.png,samplesperpixel,736.350
0.90,3.50,32,11,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0011.png,samplesperpixel,16.308
0.90,3.50,32,12,/Users/sareneac/sandbox/Houdini/pixar/outputs/rough_0.90/light_3.50/spp_032/frame_0012.png,samplesperpixel,5.044
